,time,price,change,volume,amount,type
0,15:00:00,10.99,--,0,0,卖盘
1,15:00:00,10.99,--,0,0,卖盘
2,15:00:00,10.99,--,22,24178,卖盘
3,14:59:58,10.99,--,146,160454,卖盘
4,14:59:52,10.99,--,281,308819,卖盘
5,14:59:48,10.99,-0.01,50,54950,卖盘
6,14:59:43,11.0,0.02,259,284900,买盘
7,14:59:37,10.98,-0.01,427,468846,卖盘
8,14:59:33,10.99,0.01,62,68138,买盘
9,14:59:28,10.98,-0.02,340,373320,卖盘
10,14:59:22,11.0,0.01,322,354200,买盘
11,14:59:18,10.99,-0.01,565,620935,卖盘
12,14:59:12,11.0,--,110,121000,买盘
13,14:59:07,11.0,0.01,193,212300,买盘
14,14:59:03,10.99,0.01,346,380254,买盘
15,14:58:57,10.98,-0.01,173,189954,卖盘
16,14:58:52,10.99,--,384,422016,买盘
17,14:58:48,10.99,0.01,469,515431,买盘
18,14:58:42,10.98,--,62,68076,买盘
19,14:58:37,10.98,--,1220,1339889,买盘
20,14:58:33,10.98,--,274,300852,卖盘
21,14:58:27,10.98,0.01,90,98820,买盘
22,14:58:22,10.97,--,336,368592,卖盘
23,14:58:17,10.97,--,37,40589,卖盘
24,14:58:12,10.97,--,16,17552,卖盘
25,14:58:07,10.97,-0.02,43,47171,卖盘
26,14:58:02,10.99,0.02,278,305522,买盘
27,14:57:57,10.97,--,117,128349,买盘
28,14:57:52,10.97,--,264,289608,卖盘
29,14:57:47,10.97,-0.01,355,389435,卖盘
30,14:57:42,10.98,--,46,50508,买盘
31,14:57:37,10.98,0.01,291,319518,买盘
32,14:57:32,10.97,-0.01,391,428927,卖盘
33,14:57:27,10.98,0.01,400,439200,买盘
34,14:57:22,10.97,--,130,142610,卖盘
35,14:57:17,10.97,--,390,427830,卖盘
36,14:57:12,10.97,--,17,18649,卖盘
37,14:57:07,10.97,--,300,329100,卖盘
38,14:57:02,10.97,--,352,386144,买盘
39,14:56:57,10.97,--,80,87760,买盘
40,14:56:52,10.97,0.01,89,97633,买盘
41,14:56:47,10.96,-0.01,173,189608,卖盘
42,14:56:42,10.97,--,27,29619,卖盘
43,14:56:37,10.97,0.02,444,487068,买盘
44,14:56:32,10.95,-0.01,219,239804,卖盘
45,14:56:27,10.96,--,45,49320,买盘
46,14:56:22,10.96,--,195,213720,买盘
47,14:56:17,10.96,0.01,90,98640,买盘
48,14:56:12,10.95,--,128,140160,买盘
49,14:56:07,10.95,-0.01,250,273750,中性盘
50,14:56:02,10.96,0.01,114,124944,买盘
51,14:55:57,10.95,0.01,5,5475,买盘
52,14:55:52,10.94,--,191,208954,卖盘
53,14:55:47,10.94,-0.01,1225,1340150,卖盘
54,14:55:42,10.95,--,72,78840,买盘
55,14:55:37,10.95,0.01,130,142350,买盘
56,14:55:32,10.94,--,55,60170,卖盘
57,14:55:27,10.94,-0.01,72,78768,卖盘
58,14:55:22,10.95,0.01,120,131400,买盘
59,14:55:17,10.94,-0.01,222,242868,卖盘
60,14:55:12,10.95,--,155,169725,买盘
61,14:55:07,10.95,--,37,40515,买盘
62,14:55:02,10.95,--,1056,1156320,卖盘
63,14:54:57,10.95,-0.01,63,68985,卖盘
64,14:54:52,10.96,0.01,143,156728,买盘
65,14:54:47,10.95,--,77,84315,卖盘
66,14:54:42,10.95,--,2,2190,卖盘
67,14:54:37,10.95,0.01,305,333975,买盘
68,14:54:32,10.94,-0.01,233,254902,卖盘
69,14:54:27,10.95,--,67,73365,买盘
70,14:54:22,10.95,--,93,101835,买盘
