,time,price,change,volume,amount,type
0,15:00:00,13.3,-0.04,0,0,卖盘
1,14:59:59,13.34,--,9,12006,买盘
2,14:59:57,13.34,--,23,30682,买盘
3,14:59:52,13.34,0.03,1254,1672836,买盘
4,14:59:48,13.31,0.02,166,220946,买盘
5,14:59:42,13.29,--,33,43857,卖盘
6,14:59:37,13.29,--,24,31895,卖盘
7,14:59:27,13.29,--,35,46515,卖盘
8,14:59:22,13.29,--,11,14618,卖盘
9,14:59:12,13.29,-0.01,41,54489,卖盘
10,14:59:07,13.3,0.01,34,45220,买盘
11,14:59:03,13.29,-0.01,100,132900,卖盘
12,14:58:57,13.3,--,216,287280,买盘
13,14:58:52,13.3,--,150,199500,买盘
14,14:58:42,13.3,--,7,9310,买盘
15,14:58:37,13.3,--,0,0,中性盘
16,14:58:32,13.3,--,75,99750,买盘
17,14:58:27,13.3,--,48,63840,买盘
18,14:58:22,13.3,-0.02,384,510720,卖盘
19,14:58:17,13.32,--,23,30636,买盘
20,14:58:12,13.32,0.01,79,105228,买盘
21,14:58:07,13.31,--,518,689458,买盘
22,14:58:02,13.31,-0.01,7,9317,卖盘
23,14:57:57,13.32,0.01,5,6660,中性盘
24,14:57:52,13.31,-0.04,31,41261,中性盘
25,14:57:47,13.35,0.04,192,256320,买盘
26,14:57:42,13.31,--,15,19965,买盘
27,14:57:37,13.31,--,31,41261,卖盘
28,14:57:27,13.31,-0.04,12,15972,卖盘
29,14:57:22,13.35,0.05,100,133500,买盘
30,14:57:12,13.3,--,20,26600,卖盘
31,14:57:07,13.3,--,45,59850,买盘
32,14:57:02,13.3,0.02,10,13300,买盘
33,14:56:52,13.28,-0.02,19,25232,卖盘
34,14:56:47,13.3,--,30,39900,卖盘
35,14:56:42,13.3,--,0,0,中性盘
36,14:56:37,13.3,--,134,178220,买盘
37,14:56:27,13.3,--,70,93100,买盘
38,14:56:22,13.3,--,13,17290,买盘
39,14:56:17,13.3,--,26,34580,买盘
40,14:56:12,13.3,--,200,266000,买盘
41,14:56:07,13.3,--,29,38570,买盘
42,14:56:02,13.3,--,0,0,买盘
43,14:55:57,13.3,--,239,317870,买盘
44,14:55:52,13.3,--,73,97090,买盘
45,14:55:47,13.3,0.01,4,5320,买盘
46,14:55:42,13.29,--,113,150177,卖盘
47,14:55:22,13.29,--,3,3986,卖盘
48,14:55:12,13.29,--,5,6645,卖盘
49,14:55:01,13.29,0.01,28,37212,买盘
50,14:54:57,13.28,-0.01,5,6640,卖盘
51,14:54:46,13.29,--,6,7973,买盘
52,14:54:42,13.29,--,61,81069,买盘
53,14:54:37,13.29,--,0,0,买盘
54,14:54:31,13.29,0.01,9,11961,买盘
55,14:54:22,13.28,--,51,67728,卖盘
56,14:54:16,13.28,--,10,13280,买盘
57,14:54:11,13.28,--,1,1328,买盘
58,14:54:07,13.28,--,13,17264,卖盘
59,14:53:56,13.28,-0.01,5,6640,卖盘
60,14:53:52,13.29,--,20,26580,买盘
61,14:53:31,13.29,--,4,5316,买盘
62,14:53:26,13.29,--,4,5316,卖盘
63,14:53:22,13.29,0.01,62,82398,买盘
64,14:53:16,13.28,--,12,15936,买盘
65,14:53:07,13.28,--,253,335984,买盘
66,14:53:01,13.28,--,0,0,买盘
67,14:52:56,13.28,0.01,58,77024,买盘
68,14:52:52,13.27,0.02,82,108814,买盘
69,14:52:46,13.25,-0.03,549,727425,卖盘
70,14:52:41,13.28,0.01,4,5312,买盘
71,14:52:36,13.27,--,44,58388,买盘
72,14:52:31,13.27,0.01,1,1327,买盘
73,14:52:16,13.26,0.01,22,29172,买盘
74,14:52:06,13.25,--,138,182850,买盘
75,14:52:01,13.25,0.01,10,13250,买盘
76,14:51:51,13.24,--,65,86060,卖盘
77,14:51:41,13.24,--,377,499148,买盘
78,14:51:36,13.24,0.01,40,52960,买盘
79,14:51:31,13.23,-0.01,30,39690,卖盘
80,14:51:26,13.24,0.01,1,1324,买盘
81,14:51:06,13.23,--,10,13230,卖盘
82,14:51:01,13.23,--,29,38367,买盘
83,14:50:46,13.23,0.01,4,5292,买盘
84,14:50:41,13.22,-0.01,10,13220,卖盘
85,14:50:36,13.23,--,3,3969,买盘
86,14:50:31,13.23,--,14,18522,买盘
87,14:50:21,13.23,--,11,14553,卖盘
88,14:50:16,13.23,--,42,55566,买盘
89,14:50:06,13.23,--,7,9261,买盘
90,14:50:01,13.23,--,19,25137,买盘
91,14:49:56,13.23,--,6,7938,卖盘
92,14:49:51,13.23,--,60,79380,买盘
93,14:49:46,13.23,--,5,6615,买盘
94,14:49:36,13.23,--,1,1323,买盘
95,14:49:31,13.23,--,5,6615,买盘
96,14:49:21,13.23,--,11,14553,买盘
97,14:49:16,13.23,-0.01,10,13230,卖盘
98,14:49:11,13.24,--,0,0,买盘
99,14:49:06,13.24,0.01,4,5296,买盘
100,14:49:01,13.23,--,2,2646,买盘
101,14:48:56,13.23,--,3,3969,买盘
102,14:48:51,13.23,--,15,19845,卖盘
103,14:48:46,13.23,--,34,44982,买盘
104,14:48:36,13.23,--,11,14553,买盘
105,14:48:31,13.23,--,2,2646,买盘
106,14:48:21,13.23,--,12,15876,买盘
107,14:48:11,13.23,--,2,2646,买盘
108,14:48:01,13.23,--,2,2646,买盘
109,14:47:56,13.23,0.01,16,21168,买盘
110,14:47:46,13.22,-0.01,10,13220,卖盘
111,14:47:41,13.23,--,1,1323,买盘
112,14:47:36,13.23,--,12,15876,买盘
113,14:47:31,13.23,--,61,80703,买盘
114,14:47:26,13.23,--,64,84672,买盘
115,14:47:21,13.23,0.01,11,14553,买盘
116,14:47:16,13.22,-0.01,23,30406,卖盘
117,14:47:06,13.23,--,6,7938,买盘
118,14:47:01,13.23,--,8,10584,买盘
119,14:46:55,13.23,--,2,2646,买盘
120,14:46:51,13.23,--,21,27783,买盘
121,14:46:46,13.23,-0.01,37,48951,卖盘
122,14:46:40,13.24,--,15,19860,买盘
123,14:46:16,13.24,0.01,2,2648,买盘
124,14:46:10,13.23,--,5,6615,卖盘
125,14:45:50,13.23,--,17,22491,买盘
126,14:45:40,13.23,-0.01,3,3969,中性盘
127,14:45:35,13.24,--,1,1324,买盘
128,14:45:30,13.24,0.01,25,33100,买盘
129,14:45:24,13.23,0.01,266,351918,买盘
130,14:45:10,13.22,--,10,13220,买盘
131,14:45:05,13.22,-0.02,13,17186,卖盘
132,14:45:01,13.24,0.01,8,10592,买盘
133,14:44:55,13.23,--,5,6615,卖盘
134,14:44:40,13.23,--,87,115101,买盘
135,14:44:20,13.23,--,0,0,买盘
136,14:44:10,13.23,0.01,41,54243,买盘
137,14:44:00,13.22,-0.01,30,39660,卖盘
138,14:43:29,13.23,--,37,48951,卖盘
139,14:43:24,13.23,--,11,14553,卖盘
140,14:43:20,13.23,--,10,13230,卖盘
141,14:43:00,13.23,--,54,71442,买盘
