,time,price,change,volume,amount,type
0,15:00:22,5.52,-0.02,11026,6086351,卖盘
1,14:58:16,5.54,--,0,0,买盘
2,14:57:01,5.54,--,313,173402,卖盘
3,14:56:58,5.54,--,442,244868,买盘
4,14:56:55,5.54,--,341,188914,买盘
5,14:56:52,5.54,0.01,6,3324,买盘
6,14:56:49,5.53,-0.01,16,8848,卖盘
7,14:56:46,5.54,0.01,390,216060,买盘
8,14:56:40,5.53,-0.01,502,277606,卖盘
9,14:56:37,5.54,--,55,30470,买盘
10,14:56:34,5.54,--,113,62602,买盘
11,14:56:31,5.54,--,140,77560,买盘
12,14:56:28,5.54,--,702,388908,买盘
13,14:56:25,5.54,0.01,270,149580,买盘
14,14:56:22,5.53,--,24,13272,卖盘
15,14:56:19,5.53,-0.01,10,5530,卖盘
16,14:56:16,5.54,0.01,260,144040,买盘
17,14:56:13,5.53,-0.01,215,118895,卖盘
18,14:56:07,5.54,0.01,151,83654,买盘
19,14:56:01,5.53,--,135,74655,卖盘
20,14:55:58,5.53,-0.01,314,173642,卖盘
21,14:55:52,5.54,--,225,124650,买盘
22,14:55:49,5.54,--,2799,1550646,买盘
23,14:55:46,5.54,--,440,243760,买盘
24,14:55:40,5.54,0.01,43,23822,买盘
25,14:55:37,5.53,--,210,116130,卖盘
26,14:55:34,5.53,--,499,275947,卖盘
27,14:55:28,5.53,--,527,291431,卖盘
28,14:55:25,5.53,--,51,28203,卖盘
29,14:55:22,5.53,--,70,38710,卖盘
30,14:55:19,5.53,--,10,5530,卖盘
31,14:55:16,5.53,--,1831,1012543,买盘
32,14:55:13,5.53,--,175,96775,买盘
33,14:55:10,5.53,--,1617,894201,买盘
34,14:55:07,5.53,--,78,43134,买盘
35,14:55:01,5.53,--,1869,1033557,买盘
36,14:54:58,5.53,--,175,96775,买盘
37,14:54:52,5.53,--,218,120554,买盘
38,14:54:49,5.53,--,186,102858,买盘
39,14:54:46,5.53,0.01,288,159264,买盘
40,14:54:43,5.52,--,20,11040,卖盘
41,14:54:40,5.52,-0.01,2,1104,卖盘
42,14:54:34,5.53,0.01,56,30968,买盘
43,14:54:31,5.52,-0.01,235,129719,卖盘
44,14:54:28,5.53,0.01,31,17143,买盘
45,14:54:25,5.52,--,575,317400,卖盘
46,14:54:22,5.52,--,6,3311,卖盘
47,14:54:19,5.52,-0.01,18,9936,卖盘
48,14:54:16,5.53,--,68,37604,买盘
49,14:54:13,5.53,--,80,44240,买盘
50,14:54:10,5.53,0.01,129,71337,买盘
51,14:54:07,5.52,-0.01,533,294216,卖盘
52,14:54:04,5.53,--,61,33733,买盘
53,14:53:55,5.53,--,205,113365,买盘
54,14:53:49,5.53,0.01,180,99540,买盘
55,14:53:46,5.52,--,10,5520,卖盘
56,14:53:43,5.52,--,258,142416,卖盘
57,14:53:40,5.52,--,782,431663,买盘
