,time,price,change,volume,amount,type
0,15:00:00,9.95,--,0,0,卖盘
1,15:00:00,9.95,--,0,0,卖盘
2,15:00:00,9.95,--,44,43780,卖盘
3,14:59:56,9.95,0.01,44,43780,卖盘
4,14:59:52,9.94,-0.01,28,27832,卖盘
5,14:59:46,9.95,--,106,105469,卖盘
6,14:59:41,9.95,--,58,57709,卖盘
7,14:59:31,9.95,--,5,4975,卖盘
8,14:59:26,9.95,--,28,27859,卖盘
9,14:59:21,9.95,--,20,19900,卖盘
10,14:59:16,9.95,--,73,73580,卖盘
11,14:59:11,9.95,-0.01,107,106464,卖盘
12,14:59:01,9.96,--,18,17928,买盘
13,14:58:56,9.96,--,14,13944,买盘
14,14:58:26,9.96,--,30,29880,买盘
15,14:58:16,9.96,--,122,121512,买盘
16,14:58:11,9.96,--,30,29880,买盘
17,14:58:01,9.96,0.01,23,22908,买盘
18,14:57:46,9.95,-0.01,30,29849,卖盘
19,14:57:16,9.96,0.01,103,102588,买盘
20,14:57:11,9.95,--,3,2985,卖盘
21,14:57:01,9.95,-0.01,20,19900,卖盘
22,14:56:56,9.96,0.01,35,34860,买盘
23,14:56:51,9.95,--,20,19900,卖盘
24,14:56:36,9.95,0.01,82,82515,买盘
25,14:56:31,9.94,-0.01,6,5964,卖盘
26,14:56:25,9.95,--,49,48755,买盘
27,14:56:06,9.95,--,494,491599,卖盘
28,14:56:00,9.95,--,20,19900,卖盘
29,14:55:55,9.95,--,1,994,卖盘
30,14:55:51,9.95,--,236,234819,卖盘
31,14:55:45,9.95,--,51,50745,卖盘
32,14:55:40,9.95,--,31,30844,卖盘
33,14:55:36,9.95,--,32,31839,卖盘
34,14:55:30,9.95,-0.01,1914,1904429,卖盘
35,14:55:21,9.96,0.01,120,119520,买盘
36,14:55:10,9.95,--,246,244769,卖盘
37,14:55:06,9.95,-0.01,100,99500,卖盘
38,14:54:55,9.96,--,10,9969,买盘
39,14:54:50,9.96,0.01,522,519912,买盘
40,14:54:36,9.95,--,201,199995,卖盘
41,14:54:31,9.95,--,40,39800,卖盘
42,14:54:21,9.95,-0.01,5,4975,卖盘
43,14:54:10,9.96,0.01,540,537840,买盘
44,14:54:06,9.95,--,29,28854,卖盘
45,14:54:00,9.95,-0.01,47,46765,卖盘
46,14:53:55,9.96,--,8,7968,买盘
47,14:53:51,9.96,0.01,20,19920,买盘
48,14:53:35,9.95,-0.01,13,12934,卖盘
49,14:53:25,9.96,0.01,22,22489,买盘
50,14:53:20,9.95,-0.01,47,46765,卖盘
51,14:53:15,9.96,0.01,7,6972,买盘
52,14:53:10,9.95,-0.01,115,114424,卖盘
53,14:53:05,9.96,0.01,177,176292,买盘
54,14:53:00,9.95,--,100,99500,卖盘
55,14:52:55,9.95,--,61,61282,卖盘
56,14:52:50,9.95,--,27,27461,卖盘
57,14:52:45,9.95,--,62,61689,卖盘
58,14:52:40,9.95,--,48,48347,卖盘
59,14:52:35,9.95,-0.01,75,75212,卖盘
60,14:52:30,9.96,0.01,1,996,买盘
61,14:52:25,9.95,--,17,17502,卖盘
62,14:52:20,9.95,-0.01,55,54904,卖盘
63,14:52:10,9.96,--,106,105576,买盘
64,14:52:00,9.96,0.01,6,5976,买盘
65,14:51:50,9.95,-0.01,5,4975,卖盘
66,14:51:40,9.96,--,1,996,买盘
67,14:51:30,9.96,--,330,328680,买盘
68,14:51:25,9.96,0.01,23,22908,买盘
69,14:51:20,9.95,--,40,39800,卖盘
70,14:51:10,9.95,-0.01,38,38009,卖盘
71,14:50:55,9.96,0.01,76,75696,买盘
72,14:50:50,9.95,--,339,337305,卖盘
73,14:50:40,9.95,--,20,19900,卖盘
74,14:50:35,9.95,-0.01,4,3979,卖盘
75,14:50:25,9.96,--,1,996,买盘
76,14:50:20,9.96,0.01,1,996,买盘
77,14:50:15,9.95,-0.01,2,1989,卖盘
78,14:49:55,9.96,0.01,134,133464,买盘
79,14:49:49,9.95,--,4,3979,卖盘
80,14:49:45,9.95,-0.01,3,2985,卖盘
81,14:49:29,9.96,0.01,143,142428,买盘
82,14:49:19,9.95,--,121,120394,卖盘
83,14:49:15,9.95,--,100,99500,卖盘
84,14:49:04,9.95,--,194,193030,卖盘
85,14:49:00,9.95,-0.01,117,116414,卖盘
86,14:48:49,9.96,0.01,1,996,买盘
87,14:48:45,9.95,-0.01,10,9950,卖盘
88,14:48:29,9.96,0.01,22,21912,买盘
89,14:48:24,9.95,--,20,19900,卖盘
90,14:48:19,9.95,--,73,72635,卖盘
91,14:48:14,9.95,-0.01,15,14924,卖盘
92,14:48:04,9.96,--,42,41832,买盘
93,14:47:59,9.96,--,1,996,买盘
94,14:47:49,9.96,--,26,25896,买盘
95,14:47:29,9.96,--,9,8964,买盘
96,14:47:19,9.96,0.01,1,996,买盘
97,14:47:09,9.95,-0.01,8,7959,卖盘
98,14:46:59,9.96,--,21,20916,买盘
99,14:46:49,9.96,--,1,996,买盘
100,14:46:39,9.96,--,10,9960,买盘
101,14:46:34,9.96,--,7,6972,买盘
102,14:46:29,9.96,--,85,84660,买盘
103,14:46:19,9.96,0.01,1,996,买盘
104,14:46:09,9.95,--,1,994,卖盘
105,14:46:04,9.95,-0.01,3,2985,卖盘
106,14:45:59,9.96,0.01,6,5976,买盘
107,14:45:49,9.95,-0.01,26,25869,卖盘
108,14:45:29,9.96,--,1,996,买盘
109,14:45:19,9.96,0.01,26,25896,买盘
110,14:45:14,9.95,-0.01,25,24875,卖盘
111,14:45:09,9.96,--,100,99600,买盘
112,14:44:58,9.96,0.01,1,996,买盘
113,14:44:54,9.95,-0.01,109,108454,卖盘
114,14:44:49,9.96,--,4,3984,买盘
115,14:44:43,9.96,0.01,22,21912,买盘
116,14:44:34,9.95,-0.01,45,44775,卖盘
117,14:44:29,9.96,--,1,996,买盘
118,14:44:19,9.96,--,1,996,买盘
119,14:44:14,9.96,0.01,100,99600,买盘
120,14:44:09,9.95,-0.01,3,2985,卖盘
121,14:43:59,9.96,--,1,996,买盘
122,14:43:49,9.96,0.01,1,996,买盘
123,14:43:44,9.95,-0.01,3,2985,卖盘
124,14:43:34,9.96,--,36,35856,买盘
125,14:43:28,9.96,--,1,996,买盘
126,14:43:19,9.96,--,1,996,买盘
127,14:43:13,9.96,--,63,62748,买盘
128,14:43:09,9.96,0.01,1,996,买盘
129,14:42:54,9.95,-0.01,163,162185,卖盘
130,14:42:48,9.96,0.01,1,996,买盘
131,14:42:44,9.95,-0.01,16,15919,卖盘
132,14:42:39,9.96,0.01,22,22111,买盘
133,14:42:33,9.95,--,25,24875,卖盘
134,14:42:28,9.95,-0.01,121,120394,卖盘
135,14:42:18,9.96,0.01,1,996,买盘
136,14:42:13,9.95,-0.01,2,1989,卖盘
137,14:42:08,9.96,--,1,996,买盘
138,14:42:03,9.96,--,50,49800,买盘
139,14:41:48,9.96,--,1,996,买盘
140,14:41:43,9.96,--,2,1992,买盘
141,14:41:38,9.96,0.01,3,2988,买盘
142,14:41:33,9.95,-0.01,141,140295,卖盘
143,14:41:18,9.96,--,1,996,买盘
144,14:41:08,9.96,0.01,3,2988,买盘
145,14:41:03,9.95,--,10,9950,卖盘
146,14:40:58,9.95,--,10,9950,卖盘
147,14:40:53,9.95,-0.01,133,132335,卖盘
148,14:40:48,9.96,--,1,996,买盘
149,14:40:43,9.96,0.01,1,996,买盘
150,14:40:38,9.95,--,2,1989,卖盘
151,14:40:33,9.95,-0.01,2,1989,卖盘
152,14:40:28,9.96,--,28,27888,买盘
153,14:40:18,9.96,--,4,3984,买盘
154,14:40:08,9.96,0.01,94,93624,买盘
155,14:39:58,9.95,-0.01,150,149250,卖盘
156,14:39:53,9.96,--,5,4980,买盘
157,14:39:48,9.96,0.01,3,2988,买盘
158,14:39:38,9.95,--,1,994,卖盘
159,14:39:33,9.95,-0.01,3,2985,卖盘
160,14:39:08,9.96,0.01,25,24900,买盘
161,14:39:03,9.95,0.01,55,54724,买盘
162,14:38:53,9.94,-0.01,109,108346,卖盘
163,14:38:48,9.95,-0.01,96,95520,卖盘
164,14:38:43,9.96,0.01,210,209160,买盘
165,14:38:38,9.95,--,2,1989,卖盘
166,14:38:33,9.95,-0.01,2,1989,卖盘
167,14:38:23,9.96,--,0,0,买盘
168,14:38:13,9.96,--,1,996,买盘
169,14:38:07,9.96,--,221,220116,买盘
170,14:37:52,9.96,--,0,0,买盘
171,14:37:48,9.96,--,4,3984,买盘
172,14:37:43,9.96,0.01,525,522900,买盘
173,14:37:38,9.95,--,54,53729,卖盘
174,14:37:32,9.95,-0.01,161,160195,卖盘
175,14:37:28,9.96,--,0,0,买盘
176,14:37:23,9.96,0.02,23,22908,买盘
177,14:37:18,9.94,--,58,57652,卖盘
178,14:37:08,9.94,-0.01,1,994,卖盘
179,14:36:58,9.95,--,54,53729,卖盘
180,14:36:53,9.95,--,60,59699,卖盘
181,14:36:48,9.95,--,109,108454,卖盘
182,14:36:37,9.95,--,22,21890,卖盘
183,14:36:33,9.95,--,2,1989,卖盘
184,14:36:08,9.95,--,2,1989,卖盘
185,14:36:03,9.95,-0.01,151,150245,卖盘
186,14:35:52,9.96,0.01,135,134460,买盘
187,14:35:42,9.95,--,215,213924,卖盘
188,14:35:38,9.95,--,26,25869,卖盘
189,14:35:33,9.95,--,2,1989,卖盘
190,14:35:22,9.95,--,54,53729,卖盘
191,14:35:17,9.95,--,3,2985,卖盘
192,14:35:07,9.95,-0.01,38,37810,卖盘
193,14:34:47,9.96,0.01,3,2988,买盘
194,14:34:37,9.95,--,1,994,卖盘
195,14:34:32,9.95,-0.01,84,83580,卖盘
196,14:34:22,9.96,--,30,29880,卖盘
197,14:34:07,9.96,--,2,1992,卖盘
198,14:34:02,9.96,-0.01,50,49800,卖盘
199,14:33:52,9.97,--,10,9970,买盘
200,14:33:47,9.97,--,7,6979,买盘
201,14:33:37,9.97,0.02,55,54835,买盘
202,14:33:32,9.95,-0.02,86,85570,卖盘
203,14:33:27,9.97,--,30,29910,买盘
204,14:33:17,9.97,--,3,2991,买盘
205,14:33:12,9.97,--,2,1994,买盘
206,14:33:07,9.97,--,247,247106,卖盘
207,14:33:02,9.97,-0.01,52,51844,卖盘
208,14:32:52,9.98,0.01,871,869258,买盘
209,14:32:37,9.97,0.01,242,241423,买盘
210,14:32:32,9.96,-0.01,245,244020,卖盘
211,14:32:22,9.97,--,99,98703,买盘
212,14:32:17,9.97,0.01,944,941168,买盘
213,14:32:07,9.96,-0.01,2,1992,卖盘
214,14:32:01,9.97,--,119,118643,买盘
215,14:31:52,9.97,--,11,10967,买盘
216,14:31:46,9.97,--,13,12961,买盘
217,14:31:37,9.97,--,52,51844,买盘
218,14:31:31,9.97,0.01,234,233298,买盘
219,14:31:22,9.96,--,45,44820,卖盘
220,14:31:12,9.96,--,10,9960,卖盘
221,14:31:07,9.96,-0.01,36,35856,卖盘
222,14:30:57,9.97,0.01,500,498500,买盘
223,14:30:52,9.96,--,3,2988,卖盘
224,14:30:37,9.96,--,11,10956,卖盘
225,14:30:31,9.96,--,3,2988,卖盘
226,14:30:27,9.96,0.01,3,3744,买盘
227,14:30:22,9.95,-0.01,10,9950,卖盘
228,14:30:16,9.96,--,23,22908,买盘
229,14:30:11,9.96,0.01,71,70716,买盘
230,14:30:06,9.95,--,15,14924,卖盘
231,14:30:01,9.95,-0.01,4,3979,卖盘
232,14:29:56,9.96,--,196,195216,买盘
233,14:29:51,9.96,--,300,298800,买盘
234,14:29:46,9.96,--,82,81672,买盘
235,14:29:42,9.96,0.01,19,18924,买盘
236,14:29:36,9.95,--,2,1989,卖盘
237,14:29:31,9.95,--,120,119399,卖盘
238,14:29:27,9.95,--,27,26864,卖盘
239,14:29:16,9.95,-0.01,167,166165,卖盘
240,14:29:11,9.96,0.01,14,13944,买盘
241,14:29:06,9.95,-0.01,12,11940,卖盘
242,14:28:56,9.96,--,35,34860,买盘
243,14:28:46,9.96,0.01,2,1992,买盘
244,14:28:41,9.95,--,10,9950,卖盘
245,14:28:36,9.95,--,12,11940,卖盘
246,14:28:31,9.95,--,4,3979,卖盘
247,14:28:26,9.95,-0.01,10,9950,卖盘
248,14:28:16,9.96,0.01,87,86652,买盘
249,14:28:11,9.95,-0.01,16,15919,卖盘
250,14:28:06,9.96,0.01,78,77688,买盘
251,14:28:01,9.95,-0.01,10,9950,卖盘
252,14:27:56,9.96,0.01,14,13944,买盘
253,14:27:46,9.95,-0.01,10,9950,卖盘
254,14:27:41,9.96,0.01,19,18924,买盘
255,14:27:36,9.95,--,22,21890,卖盘
256,14:27:31,9.95,--,2,1989,卖盘
257,14:27:26,9.95,--,55,54724,卖盘
258,14:27:16,9.95,-0.01,10,9950,卖盘
259,14:27:11,9.96,0.01,13,12948,买盘
260,14:27:06,9.95,--,5,4975,卖盘
261,14:27:01,9.95,--,314,312430,卖盘
262,14:26:31,9.95,-0.01,11,10945,卖盘
263,14:26:26,9.96,--,11,10956,买盘
264,14:26:20,9.96,0.01,10,9960,买盘
265,14:26:16,9.95,-0.01,10,9950,卖盘
266,14:26:11,9.96,0.01,14,13944,买盘
267,14:26:06,9.95,--,11,10945,卖盘
268,14:26:01,9.95,-0.01,103,102484,卖盘
269,14:25:56,9.96,--,41,40836,卖盘
270,14:25:46,9.96,--,13,12948,卖盘
271,14:25:41,9.96,--,30,29880,卖盘
272,14:25:36,9.96,--,14,13944,卖盘
273,14:25:31,9.96,0.01,213,212148,买盘
274,14:25:25,9.95,-0.01,10,9950,卖盘
275,14:25:21,9.96,0.01,13,12948,买盘
276,14:25:11,9.95,--,24,23880,卖盘
277,14:25:06,9.95,--,1,994,卖盘
278,14:25:01,9.95,-0.01,9,8955,卖盘
279,14:24:56,9.96,0.01,23,22908,买盘
280,14:24:51,9.95,--,9,8955,卖盘
281,14:24:46,9.95,-0.01,9,8955,卖盘
282,14:24:40,9.96,--,15,14940,卖盘
283,14:24:36,9.96,--,2,1992,卖盘
284,14:24:31,9.96,0.01,33,32868,买盘
285,14:24:25,9.95,--,11,10945,卖盘
286,14:24:21,9.95,-0.01,10,9950,卖盘
287,14:24:16,9.96,0.01,20,19920,买盘
288,14:24:06,9.95,--,6,5970,卖盘
289,14:24:01,9.95,--,37,36815,卖盘
290,14:23:55,9.95,--,23,22885,卖盘
291,14:23:46,9.95,-0.02,118,117409,卖盘
292,14:23:40,9.97,--,20,19940,买盘
293,14:23:36,9.97,0.01,4,3988,买盘
294,14:23:30,9.96,--,19,18924,卖盘
295,14:23:25,9.96,--,27,26892,买盘
296,14:23:21,9.96,-0.01,43,42828,卖盘
297,14:23:06,9.97,0.02,33,32901,买盘
298,14:23:00,9.95,-0.02,10,9950,卖盘
299,14:22:55,9.97,--,25,24925,买盘
300,14:22:51,9.97,0.02,36,35892,买盘
301,14:22:45,9.95,--,8,7959,卖盘
302,14:22:40,9.95,--,232,230839,卖盘
303,14:22:35,9.95,--,34,33830,卖盘
304,14:22:25,9.95,-0.01,20,19900,卖盘
305,14:22:20,9.96,--,10,9960,卖盘
306,14:22:10,9.96,--,418,416328,买盘
307,14:21:55,9.96,--,648,645408,卖盘
308,14:21:50,9.96,--,19,18924,卖盘
309,14:21:35,9.96,-0.01,13,12948,卖盘
310,14:21:26,9.97,0.01,9,8973,买盘
311,14:21:20,9.96,--,9,8964,卖盘
312,14:21:15,9.96,--,26,25896,卖盘
313,14:21:10,9.96,0.01,170,169320,买盘
314,14:21:05,9.95,-0.02,13,12934,卖盘
315,14:21:00,9.97,0.01,234,233298,买盘
316,14:20:55,9.96,0.01,13,12948,买盘
317,14:20:50,9.95,-0.01,97,96515,卖盘
318,14:20:45,9.96,--,51,50796,卖盘
319,14:20:40,9.96,--,10,9960,卖盘
320,14:20:35,9.96,--,2,1992,卖盘
321,14:20:25,9.96,--,275,273900,卖盘
322,14:20:10,9.96,--,10,9960,卖盘
323,14:20:05,9.96,--,55,54780,买盘
324,14:20:00,9.96,--,59,58764,卖盘
325,14:19:55,9.96,--,41,40836,买盘
326,14:19:50,9.96,0.01,178,177288,买盘
327,14:19:35,9.95,--,15,14924,卖盘
328,14:19:30,9.95,--,9,8955,卖盘
329,14:19:25,9.95,-0.02,78,77610,卖盘
330,14:19:20,9.97,0.01,20,19940,买盘
331,14:19:14,9.96,--,33,32868,卖盘
332,14:19:10,9.96,--,81,80676,卖盘
333,14:19:05,9.96,--,14,13944,卖盘
334,14:19:00,9.96,--,228,227088,卖盘
335,14:18:55,9.96,--,15,14940,卖盘
336,14:18:50,9.96,--,284,282864,卖盘
337,14:18:40,9.96,--,20,19920,卖盘
338,14:18:34,9.96,0.01,22,21912,卖盘
339,14:18:25,9.95,-0.02,11,10945,卖盘
340,14:18:20,9.97,--,23,22931,买盘
341,14:18:14,9.97,--,20,19940,买盘
342,14:18:10,9.97,0.01,362,360914,买盘
343,14:18:04,9.96,--,129,128484,卖盘
344,14:17:55,9.96,--,141,140436,卖盘
345,14:17:50,9.96,--,11,10956,卖盘
346,14:17:44,9.96,--,10,9960,卖盘
347,14:17:34,9.96,--,19,18924,卖盘
348,14:17:30,9.96,--,49,48804,卖盘
349,14:17:19,9.96,-0.01,34,33864,卖盘
350,14:17:15,9.97,0.01,10,9970,买盘
351,14:17:09,9.96,-0.01,10,9960,卖盘
352,14:17:04,9.97,0.01,67,66799,买盘
353,14:17:00,9.96,0.01,44,43824,卖盘
354,14:16:49,9.95,-0.02,10,9950,卖盘
355,14:16:45,9.97,0.01,26,25922,买盘
356,14:16:34,9.96,--,60,60407,买盘
357,14:16:30,9.96,0.01,3,2988,买盘
358,14:16:19,9.95,-0.01,9,8955,卖盘
359,14:16:15,9.96,0.01,359,357564,买盘
360,14:16:04,9.95,--,22,21890,卖盘
361,14:15:49,9.95,--,10,9950,卖盘
362,14:15:44,9.95,-0.01,9,8955,卖盘
363,14:15:39,9.96,--,50,50347,卖盘
364,14:15:34,9.96,--,1053,1048788,卖盘
365,14:15:28,9.96,-0.01,549,547003,卖盘
366,14:15:19,9.97,0.01,126,125622,买盘
367,14:15:14,9.96,--,19,18924,卖盘
368,14:15:09,9.96,--,5,4980,卖盘
369,14:15:04,9.96,--,14,13944,卖盘
