,time,price,change,volume,amount,type
0,15:00:03,3.45,-0.01,1213,418650,卖盘
1,14:57:00,3.46,--,100,34600,买盘
2,14:56:54,3.46,--,5,1730,买盘
3,14:56:51,3.46,0.01,713,246698,买盘
4,14:56:48,3.45,--,317,109365,卖盘
5,14:56:45,3.45,-0.01,53,18285,卖盘
6,14:56:39,3.46,0.01,3,1038,买盘
7,14:56:36,3.45,--,40,13800,卖盘
8,14:56:33,3.45,--,27,9315,卖盘
9,14:56:27,3.45,--,190,65550,卖盘
10,14:56:21,3.45,--,38,13110,卖盘
11,14:56:18,3.45,-0.01,148,51060,卖盘
12,14:56:15,3.46,0.01,1,346,买盘
13,14:56:12,3.45,--,15,5175,卖盘
14,14:56:06,3.45,--,200,69000,卖盘
15,14:56:00,3.45,--,15,5175,卖盘
16,14:55:57,3.45,-0.01,10,3450,卖盘
17,14:55:54,3.46,--,20,6920,买盘
18,14:55:51,3.46,0.01,1,346,买盘
19,14:55:48,3.45,--,6,2070,卖盘
20,14:55:45,3.45,--,15,5175,卖盘
21,14:55:33,3.45,--,169,58305,卖盘
22,14:55:30,3.45,--,15,5175,卖盘
23,14:55:27,3.45,-0.01,333,114885,卖盘
24,14:55:18,3.46,--,65,22490,买盘
25,14:55:15,3.46,0.01,5,1730,买盘
26,14:55:03,3.45,--,15,5175,卖盘
27,14:55:00,3.45,--,208,71760,卖盘
28,14:54:57,3.45,--,2,690,卖盘
29,14:54:51,3.45,-0.01,65,22425,卖盘
30,14:54:48,3.46,--,100,34600,买盘
31,14:54:42,3.46,0.01,1,346,买盘
32,14:54:36,3.45,--,15,5175,卖盘
33,14:54:21,3.45,-0.02,15,5175,卖盘
34,14:54:15,3.47,--,105,36435,买盘
35,14:54:12,3.47,0.01,1,347,买盘
36,14:54:09,3.46,--,65,22490,卖盘
37,14:54:06,3.46,--,41,14186,卖盘
38,14:54:03,3.46,--,2,692,卖盘
39,14:54:00,3.46,0.01,8,2768,买盘
40,14:53:57,3.45,-0.01,10,3450,卖盘
41,14:53:54,3.46,--,96,33216,买盘
42,14:53:48,3.46,0.01,3,1038,买盘
43,14:53:39,3.45,-0.01,15,5175,卖盘
44,14:53:36,3.46,--,6,2076,买盘
45,14:53:30,3.46,--,433,149818,卖盘
46,14:53:27,3.46,--,31,10726,卖盘
47,14:53:12,3.46,--,180,62280,卖盘
48,14:53:09,3.46,--,711,246006,卖盘
49,14:53:06,3.46,--,81,28026,卖盘
50,14:53:03,3.46,--,22,7612,卖盘
51,14:53:00,3.46,-0.01,50,17300,卖盘
52,14:52:57,3.47,0.01,15,5205,买盘
53,14:52:54,3.46,--,500,173000,买盘
54,14:52:48,3.46,-0.01,10,3460,中性盘
55,14:52:36,3.47,0.01,110,38170,买盘
56,14:52:30,3.46,--,56,19376,卖盘
57,14:52:27,3.46,-0.01,4,1384,卖盘
58,14:52:15,3.47,0.01,30,10410,买盘
59,14:52:09,3.46,--,60,20760,卖盘
60,14:52:06,3.46,--,100,34600,卖盘
61,14:51:48,3.46,--,250,86500,卖盘
62,14:51:42,3.46,--,115,39790,卖盘
63,14:51:36,3.46,-0.01,100,34600,卖盘
64,14:51:33,3.47,--,3,1041,买盘
65,14:51:30,3.47,0.01,79,27413,买盘
66,14:51:27,3.46,--,450,155700,卖盘
67,14:51:21,3.46,--,10,3460,卖盘
68,14:51:15,3.46,--,10,3460,卖盘
69,14:51:12,3.46,--,30,10380,卖盘
70,14:51:06,3.46,--,100,34600,卖盘
71,14:51:03,3.46,--,280,96880,卖盘
72,14:51:00,3.46,--,100,34600,卖盘
73,14:50:48,3.46,--,1000,346000,卖盘
74,14:50:42,3.46,-0.01,1,346,卖盘
75,14:50:39,3.47,0.01,26,9022,买盘
76,14:50:36,3.46,--,104,35984,卖盘
77,14:50:33,3.46,-0.01,5,1730,卖盘
78,14:50:27,3.47,0.01,101,35047,买盘
79,14:50:24,3.46,--,1,346,卖盘
80,14:50:18,3.46,--,3,1038,卖盘
81,14:50:15,3.46,-0.01,2,692,卖盘
82,14:50:06,3.47,--,103,35741,买盘
83,14:50:00,3.47,--,170,58990,卖盘
84,14:49:57,3.47,--,74,25678,卖盘
85,14:49:51,3.47,--,2,694,卖盘
86,14:49:42,3.47,--,2,694,卖盘
87,14:49:36,3.47,-0.01,100,34700,卖盘
88,14:49:33,3.48,0.01,605,210540,买盘
89,14:49:30,3.47,--,2,694,卖盘
90,14:49:27,3.47,--,108,37476,卖盘
91,14:49:24,3.47,--,8,2776,卖盘
92,14:49:21,3.47,--,5,1735,卖盘
93,14:49:15,3.47,-0.01,12,4164,卖盘
94,14:49:12,3.48,0.01,20,6960,买盘
95,14:49:09,3.47,--,1,347,卖盘
96,14:49:06,3.47,--,100,34700,卖盘
97,14:48:54,3.47,-0.01,2,694,卖盘
98,14:48:48,3.48,--,9,3132,买盘
99,14:48:45,3.48,0.01,2,696,买盘
100,14:48:36,3.47,-0.01,100,34700,卖盘
101,14:48:33,3.48,-0.01,99,34452,卖盘
102,14:48:21,3.49,0.01,18,6282,买盘
103,14:48:15,3.48,-0.01,10,3480,卖盘
104,14:48:09,3.49,0.01,240,83760,买盘
105,14:48:06,3.48,--,607,211236,买盘
106,14:48:03,3.48,--,12,4176,买盘
107,14:48:00,3.48,0.01,12,4176,买盘
108,14:47:57,3.47,--,27,9369,卖盘
109,14:47:54,3.47,--,10,3470,卖盘
110,14:47:45,3.47,--,3,1041,卖盘
111,14:47:39,3.47,--,6,2082,卖盘
112,14:47:33,3.47,--,108,37476,卖盘
113,14:47:24,3.47,--,12,4164,卖盘
114,14:47:21,3.47,--,18,6246,卖盘
115,14:47:12,3.47,--,3,1041,卖盘
116,14:47:09,3.47,--,112,38864,卖盘
117,14:47:03,3.47,-0.01,100,34700,卖盘
118,14:46:57,3.48,0.01,1,348,买盘
119,14:46:12,3.47,-0.01,2,694,卖盘
120,14:46:09,3.48,--,30,10440,买盘
121,14:45:57,3.48,--,9,3132,买盘
122,14:45:48,3.48,--,446,155208,卖盘
123,14:45:42,3.48,--,72,25056,卖盘
124,14:45:33,3.48,--,218,75864,卖盘
125,14:45:06,3.48,--,8,2784,卖盘
126,14:45:00,3.48,-0.01,18,6264,卖盘
127,14:44:54,3.49,--,10,3490,买盘
128,14:44:51,3.49,0.01,10,3490,买盘
129,14:44:48,3.48,-0.01,35,12180,卖盘
130,14:44:45,3.49,0.01,54,18846,买盘
131,14:44:24,3.48,-0.01,22,7656,卖盘
132,14:44:21,3.49,0.01,15,5235,买盘
133,14:44:18,3.48,-0.01,114,39672,卖盘
134,14:44:03,3.49,--,17,5933,买盘
135,14:44:00,3.49,--,15,5235,买盘
136,14:43:57,3.49,--,2,698,买盘
137,14:43:54,3.49,0.01,1,349,买盘
138,14:43:48,3.48,-0.01,13,4524,卖盘
139,14:43:42,3.49,0.01,15,5235,买盘
140,14:43:39,3.48,-0.01,8,2784,卖盘
141,14:43:27,3.49,0.01,15,5235,买盘
142,14:43:24,3.48,--,315,109620,卖盘
143,14:43:15,3.48,-0.01,400,139200,卖盘
144,14:43:03,3.49,--,16,5584,买盘
145,14:42:57,3.49,--,15,5235,买盘
146,14:42:54,3.49,--,120,41880,买盘
147,14:42:51,3.49,--,450,157050,买盘
148,14:42:45,3.49,--,15,5235,买盘
149,14:42:42,3.49,--,80,27920,买盘
150,14:42:39,3.49,--,57,19893,买盘
151,14:42:33,3.49,--,500,174500,买盘
152,14:42:27,3.49,--,180,62820,买盘
153,14:42:24,3.49,0.01,102,35598,买盘
154,14:42:18,3.48,-0.01,63,21924,卖盘
155,14:42:15,3.49,--,160,55840,买盘
156,14:42:06,3.49,--,102,35598,买盘
157,14:42:03,3.49,--,186,64914,买盘
158,14:42:00,3.49,--,171,59679,买盘
159,14:41:51,3.49,--,15,5235,买盘
160,14:41:48,3.49,--,102,35598,买盘
161,14:41:45,3.49,--,103,35947,买盘
162,14:41:42,3.49,0.01,143,49907,买盘
163,14:41:39,3.48,--,84,29232,买盘
164,14:41:36,3.48,-0.01,331,115188,卖盘
165,14:41:33,3.49,--,214,74686,买盘
166,14:41:30,3.49,--,262,91438,买盘
167,14:41:21,3.49,--,352,122848,买盘
168,14:41:15,3.49,--,215,75035,买盘
169,14:41:12,3.49,0.01,160,55840,买盘
170,14:41:09,3.48,-0.01,83,28884,卖盘
171,14:41:06,3.49,0.01,233,81317,买盘
