,time,price,change,volume,amount,type
0,15:00:03,6.37,--,523,333342,买盘
1,14:57:00,6.37,--,0,0,买盘
2,14:56:54,6.37,--,60,38220,买盘
3,14:56:51,6.37,-0.01,115,73700,卖盘
4,14:56:45,6.38,0.01,21,13398,买盘
5,14:56:36,6.37,--,30,19110,卖盘
6,14:56:30,6.37,0.01,103,65802,买盘
7,14:56:24,6.36,--,10,6550,卖盘
8,14:56:12,6.36,--,160,101950,买盘
9,14:56:09,6.36,0.01,38,24358,买盘
10,14:56:06,6.35,-0.01,20,12700,卖盘
11,14:56:03,6.36,--,20,12720,买盘
12,14:56:00,6.36,--,8,5088,买盘
13,14:55:57,6.36,--,200,127200,买盘
14,14:55:42,6.36,--,114,72949,卖盘
15,14:55:36,6.36,--,150,95400,卖盘
16,14:55:18,6.36,-0.01,4,2544,卖盘
17,14:55:06,6.37,0.01,18,11466,买盘
18,14:54:51,6.36,--,10,6550,卖盘
19,14:54:33,6.36,-0.01,20,12720,卖盘
20,14:54:30,6.37,--,59,37583,买盘
21,14:53:45,6.37,0.02,900,573300,买盘
22,14:53:42,6.35,--,3,1905,卖盘
23,14:53:36,6.35,--,3,1905,卖盘
24,14:53:27,6.35,--,57,36195,买盘
25,14:53:12,6.35,0.01,16,10160,买盘
26,14:53:06,6.34,-0.01,10,6530,卖盘
27,14:53:03,6.35,--,116,73660,买盘
28,14:53:00,6.35,0.01,10,6350,买盘
29,14:52:57,6.34,--,7,4438,卖盘
30,14:52:42,6.34,0.02,1,634,买盘
31,14:52:39,6.32,-0.02,16,10112,卖盘
32,14:52:09,6.34,0.02,50,31700,买盘
33,14:51:54,6.32,-0.03,10,6509,卖盘
34,14:51:09,6.35,0.03,12,7620,买盘
35,14:51:03,6.32,--,10,6509,卖盘
36,14:50:33,6.32,--,16,10112,卖盘
37,14:50:27,6.32,--,30,18960,卖盘
38,14:50:15,6.32,--,10,6509,卖盘
39,14:50:09,6.32,-0.03,20,12640,卖盘
40,14:49:45,6.35,0.03,63,40005,买盘
41,14:49:24,6.32,--,10,6509,卖盘
42,14:49:09,6.32,-0.02,2,1264,卖盘
43,14:49:03,6.34,--,1,634,卖盘
44,14:48:57,6.34,0.02,5,3170,买盘
45,14:48:42,6.32,--,0,189,卖盘
46,14:48:30,6.32,-0.01,1,632,卖盘
47,14:48:18,6.33,-0.01,10,6330,中性盘
48,14:47:39,6.34,0.03,17,10778,中性盘
49,14:46:57,6.31,-0.04,10,6499,卖盘
50,14:46:27,6.35,0.01,152,96520,买盘
51,14:46:15,6.34,0.01,150,95100,买盘
52,14:46:06,6.33,0.03,192,121536,买盘
53,14:45:06,6.3,--,100,63000,卖盘
54,14:44:57,6.3,--,110,69489,卖盘
55,14:44:39,6.3,-0.01,150,94500,卖盘
56,14:44:36,6.31,--,10,6310,卖盘
57,14:43:54,6.31,-0.02,10,6499,卖盘
58,14:43:21,6.33,--,5,3165,买盘
59,14:42:39,6.33,0.01,7,4684,卖盘
60,14:42:15,6.32,0.01,52,33243,买盘
61,14:42:12,6.31,--,21,13692,卖盘
62,14:42:00,6.31,-0.01,10,6499,卖盘
63,14:41:51,6.32,-0.01,2,1706,卖盘
64,14:41:39,6.33,--,9,5697,卖盘
65,14:41:36,6.33,0.01,11,6963,买盘
66,14:41:33,6.32,--,4,2528,卖盘
67,14:41:18,6.32,-0.02,10,6509,卖盘
68,14:41:03,6.34,0.02,2,1268,买盘
69,14:41:00,6.32,-0.02,3,1896,中性盘
70,14:40:51,6.34,--,7,4945,卖盘
71,14:40:03,6.34,--,10,6530,卖盘
72,14:39:57,6.34,-0.01,1,634,卖盘
73,14:39:30,6.35,--,40,25400,买盘
74,14:39:03,6.35,--,16,10160,买盘
75,14:38:54,6.35,0.01,32,20320,买盘
76,14:38:48,6.34,--,10,6530,卖盘
77,14:38:27,6.34,0.02,126,80264,买盘
78,14:38:00,6.32,-0.01,33,20856,卖盘
79,14:37:24,6.33,--,11,7216,卖盘
80,14:36:57,6.33,-0.01,10,6519,卖盘
81,14:36:42,6.34,0.01,16,10144,买盘
82,14:36:18,6.33,--,10,6330,卖盘
83,14:36:12,6.33,--,1,633,卖盘
84,14:35:33,6.33,--,45,28674,卖盘
85,14:35:03,6.33,-0.01,2,1266,中性盘
86,14:34:00,6.34,--,2,1268,买盘
87,14:33:33,6.34,0.02,6,3804,买盘
88,14:31:39,6.32,--,4,2528,卖盘
89,14:30:39,6.32,--,47,29704,买盘
90,14:30:27,6.32,--,56,35392,买盘
91,14:30:09,6.32,0.02,10,6320,买盘
92,14:29:51,6.3,--,61,38430,买盘
93,14:29:18,6.3,--,2,1260,买盘
94,14:28:57,6.3,0.01,2,1260,买盘
95,14:28:36,6.29,-0.01,30,18870,卖盘
