,time,price,change,volume,amount,type
0,15:00:03,21.35,--,778,1661243,卖盘
1,14:57:00,21.35,--,13,27755,卖盘
2,14:56:57,21.35,--,22,46970,卖盘
3,14:56:54,21.35,-0.01,6,12810,卖盘
4,14:56:48,21.36,0.01,100,213600,买盘
5,14:56:45,21.35,--,21,44835,卖盘
6,14:56:42,21.35,-0.01,93,198555,卖盘
7,14:56:36,21.36,0.01,20,42720,买盘
8,14:56:33,21.35,-0.01,28,59780,卖盘
9,14:56:30,21.36,--,5,10680,买盘
10,14:56:27,21.36,0.01,92,196512,买盘
11,14:56:24,21.35,-0.01,18,38430,卖盘
12,14:56:21,21.36,0.01,16,34176,买盘
13,14:56:18,21.35,--,34,72590,卖盘
14,14:56:12,21.35,-0.01,10,21350,卖盘
15,14:56:09,21.36,0.01,3,6408,买盘
16,14:56:06,21.35,-0.01,9,19215,卖盘
17,14:56:03,21.36,--,3,6408,买盘
18,14:56:00,21.36,0.01,10,21360,买盘
19,14:55:54,21.35,-0.01,2,4270,卖盘
20,14:55:51,21.36,--,33,70488,买盘
21,14:55:48,21.36,0.01,12,25632,买盘
22,14:55:45,21.35,-0.01,70,149450,卖盘
23,14:55:42,21.36,--,66,140976,买盘
24,14:55:39,21.36,--,26,55536,买盘
25,14:55:36,21.36,--,12,25632,买盘
26,14:55:33,21.36,0.01,11,23496,买盘
27,14:55:30,21.35,-0.01,81,172935,卖盘
28,14:55:27,21.36,--,10,21360,买盘
29,14:55:24,21.36,--,10,21360,买盘
30,14:55:21,21.36,0.01,2,4272,买盘
31,14:55:18,21.35,--,14,29890,卖盘
32,14:55:15,21.35,--,111,236985,卖盘
33,14:55:09,21.35,--,41,87535,卖盘
34,14:55:06,21.35,--,16,34160,卖盘
35,14:55:03,21.35,-0.01,1,2135,卖盘
36,14:54:57,21.36,--,49,104664,买盘
37,14:54:54,21.36,--,22,46992,买盘
38,14:54:48,21.36,--,10,21360,买盘
39,14:54:45,21.36,--,9,19224,买盘
40,14:54:39,21.36,--,17,36312,买盘
41,14:54:33,21.36,--,12,25632,买盘
42,14:54:27,21.36,--,30,64080,买盘
43,14:54:21,21.36,-0.02,215,459603,卖盘
44,14:54:12,21.38,--,1,2138,买盘
45,14:54:09,21.38,--,6,12828,买盘
46,14:54:06,21.38,--,25,53450,买盘
47,14:54:00,21.38,0.01,20,42760,买盘
48,14:53:57,21.37,--,6,12822,卖盘
49,14:53:51,21.37,--,1,2137,卖盘
50,14:53:48,21.37,0.01,13,27781,中性盘
51,14:53:42,21.36,-0.01,27,57672,卖盘
52,14:53:39,21.37,--,25,54301,买盘
53,14:53:36,21.37,--,15,32055,买盘
54,14:53:30,21.37,0.01,32,68384,买盘
55,14:53:24,21.36,-0.01,14,29904,卖盘
56,14:53:21,21.37,--,11,23507,买盘
57,14:53:18,21.37,0.01,2,4274,买盘
58,14:53:15,21.36,-0.01,20,42720,卖盘
59,14:53:12,21.37,0.01,25,53425,买盘
60,14:53:06,21.36,--,10,21360,卖盘
61,14:53:03,21.36,--,1,2136,卖盘
62,14:53:00,21.36,-0.01,22,46992,卖盘
63,14:52:57,21.37,--,100,213700,买盘
64,14:52:51,21.37,--,2,4274,买盘
65,14:52:48,21.37,--,3,6411,买盘
66,14:52:45,21.37,0.01,10,21370,买盘
67,14:52:42,21.36,--,3,6408,卖盘
68,14:52:39,21.36,--,5,10680,卖盘
69,14:52:36,21.36,-0.01,10,21360,卖盘
70,14:52:33,21.37,--,61,130357,买盘
71,14:52:30,21.37,0.01,35,74795,买盘
72,14:52:24,21.36,--,6,13713,中性盘
73,14:52:18,21.36,-0.01,2,4272,中性盘
74,14:52:12,21.37,--,3,6411,买盘
75,14:52:09,21.37,0.01,30,64110,买盘
76,14:52:06,21.36,0.01,7,14952,买盘
77,14:52:03,21.35,-0.01,4,8540,卖盘
78,14:52:00,21.36,--,6,12816,买盘
79,14:51:51,21.36,-0.01,5,11940,卖盘
80,14:51:48,21.37,0.01,6,12822,买盘
81,14:51:42,21.36,--,6,12816,卖盘
82,14:51:39,21.36,-0.01,101,216611,卖盘
83,14:51:36,21.37,--,32,68384,买盘
84,14:51:27,21.37,-0.01,1,2137,中性盘
85,14:51:24,21.38,0.01,103,220214,买盘
86,14:51:21,21.37,0.01,1,2137,买盘
87,14:51:15,21.36,-0.01,2,4272,卖盘
88,14:51:12,21.37,0.01,50,106850,买盘
89,14:51:09,21.36,0.01,2,4272,中性盘
90,14:51:03,21.35,--,2,4270,卖盘
91,14:50:57,21.35,--,4,8540,卖盘
92,14:50:54,21.35,--,26,55510,卖盘
93,14:50:48,21.35,--,40,85400,卖盘
94,14:50:45,21.35,0.01,100,213500,买盘
95,14:50:42,21.34,0.01,3,6402,买盘
96,14:50:39,21.33,-0.01,2,4266,卖盘
97,14:50:33,21.34,--,35,74690,卖盘
98,14:50:27,21.34,--,4,8536,卖盘
99,14:50:21,21.34,--,32,68288,卖盘
100,14:50:09,21.34,--,7,14938,卖盘
101,14:50:03,21.34,--,1,2134,卖盘
102,14:49:57,21.34,--,14,29876,卖盘
103,14:49:51,21.34,0.01,14,29876,买盘
