,time,price,change,volume,amount,type
0,15:00:00,3.55,--,0,0,卖盘
1,15:00:00,3.55,--,0,0,卖盘
2,14:59:58,3.55,--,67,23785,卖盘
3,14:59:53,3.55,--,66,23430,卖盘
4,14:59:47,3.55,--,150,53250,卖盘
5,14:59:42,3.55,--,2233,792715,买盘
6,14:59:38,3.55,--,156,55380,买盘
7,14:59:32,3.55,--,230,81650,买盘
8,14:59:28,3.55,--,1,355,买盘
9,14:59:23,3.55,--,179,63545,买盘
10,14:59:17,3.55,0.01,622,220810,买盘
11,14:59:12,3.54,--,15,5310,卖盘
12,14:59:08,3.54,--,15,5310,卖盘
13,14:58:57,3.54,--,33,11682,卖盘
14,14:58:53,3.54,--,500,177000,卖盘
15,14:58:47,3.54,--,333,118083,卖盘
16,14:58:42,3.54,--,2,708,卖盘
17,14:58:38,3.54,--,15,5310,卖盘
18,14:58:32,3.54,--,429,151866,卖盘
19,14:58:23,3.54,-0.01,1,354,卖盘
20,14:58:13,3.55,0.01,8,2840,买盘
21,14:58:02,3.54,--,106,37524,卖盘
22,14:57:58,3.54,--,12,4248,卖盘
23,14:57:53,3.54,--,1,354,卖盘
24,14:57:42,3.54,-0.01,2,708,卖盘
25,14:57:38,3.55,--,50,17750,买盘
26,14:57:23,3.55,0.01,19,6745,买盘
27,14:57:17,3.54,--,8,2832,卖盘
28,14:57:12,3.54,-0.01,12,4248,卖盘
29,14:57:08,3.55,--,200,71000,买盘
30,14:57:02,3.55,--,382,135610,买盘
31,14:56:57,3.55,--,16,5680,买盘
32,14:56:53,3.55,0.01,240,85200,买盘
33,14:56:47,3.54,--,16,5664,卖盘
34,14:56:42,3.54,-0.01,312,110706,卖盘
35,14:56:32,3.55,0.01,592,210500,买盘
36,14:56:28,3.54,-0.01,80,28320,卖盘
37,14:56:22,3.55,--,29,10295,买盘
38,14:56:17,3.55,0.01,37,13135,买盘
39,14:56:12,3.54,-0.01,17,6018,卖盘
40,14:56:06,3.55,--,7,2485,买盘
41,14:56:02,3.55,--,29,10295,买盘
42,14:55:52,3.55,--,64,22720,买盘
43,14:55:47,3.55,0.01,15,5325,买盘
44,14:55:41,3.54,-0.01,378,133812,卖盘
45,14:55:37,3.55,0.01,100,35500,买盘
46,14:55:32,3.54,-0.01,15,5310,卖盘
47,14:55:27,3.55,0.01,517,183545,买盘
48,14:55:22,3.54,--,50,17700,卖盘
49,14:55:12,3.54,-0.01,231,81774,卖盘
