,time,price,change,volume,amount,type
0,15:00:03,30.1,0.01,2769,8334690,买盘
1,14:57:00,30.09,0.01,28,84252,买盘
2,14:56:57,30.08,0.03,186,559488,买盘
3,14:56:54,30.05,-0.01,5,15025,卖盘
4,14:56:51,30.06,--,20,60120,买盘
5,14:56:48,30.06,--,5,15030,买盘
6,14:56:45,30.06,0.01,200,601200,买盘
7,14:56:42,30.05,--,20,60100,买盘
8,14:56:39,30.05,-0.03,180,540900,卖盘
9,14:56:36,30.08,--,38,114304,买盘
10,14:56:33,30.08,--,32,96256,买盘
11,14:56:30,30.08,--,17,51136,买盘
12,14:56:27,30.08,-0.02,15,45120,中性盘
13,14:56:24,30.1,0.02,80,240800,买盘
14,14:56:21,30.08,0.01,1,3008,买盘
15,14:56:18,30.07,-0.02,11,33077,卖盘
16,14:56:15,30.09,0.01,121,364089,买盘
17,14:56:12,30.08,0.01,49,147392,卖盘
18,14:56:09,30.07,-0.01,323,971261,卖盘
19,14:56:06,30.08,0.01,30,90240,买盘
20,14:56:03,30.07,-0.01,1,3007,中性盘
21,14:56:00,30.08,0.01,62,186496,买盘
22,14:55:57,30.07,--,2,6014,卖盘
23,14:55:54,30.07,--,20,60140,买盘
24,14:55:51,30.07,0.02,123,369861,买盘
25,14:55:48,30.05,--,17,51085,卖盘
26,14:55:45,30.05,-0.01,39,117195,卖盘
27,14:55:42,30.06,0.01,359,1079154,买盘
28,14:55:39,30.05,0.01,22,66110,买盘
29,14:55:36,30.04,--,15,45060,卖盘
30,14:55:33,30.04,--,20,60080,卖盘
31,14:55:30,30.04,-0.01,30,90120,卖盘
32,14:55:27,30.05,--,27,81135,买盘
33,14:55:24,30.05,0.02,105,317748,买盘
34,14:55:21,30.03,0.01,56,168168,中性盘
35,14:55:15,30.02,-0.01,139,417278,卖盘
36,14:55:09,30.03,0.01,32,96096,买盘
37,14:55:06,30.02,--,3,9156,卖盘
38,14:55:03,30.02,--,5,15010,卖盘
39,14:55:00,30.02,0.02,646,1941153,买盘
40,14:54:57,30.0,--,3,9000,卖盘
41,14:54:54,30.0,-0.01,13,39000,卖盘
42,14:54:51,30.01,0.03,130,391660,买盘
43,14:54:48,29.98,-0.01,142,425716,卖盘
44,14:54:45,29.99,-0.01,11,35688,卖盘
45,14:54:42,30.0,0.01,22,67500,买盘
46,14:54:39,29.99,-0.01,21,62979,卖盘
47,14:54:36,30.0,--,44,132000,买盘
48,14:54:33,30.0,0.01,42,126000,买盘
49,14:54:30,29.99,--,27,80973,卖盘
50,14:54:27,29.99,--,2,8127,卖盘
51,14:54:24,29.99,-0.01,8,23992,卖盘
52,14:54:21,30.0,0.01,15,46500,买盘
53,14:54:18,29.99,-0.01,9,26991,卖盘
54,14:54:15,30.0,0.01,153,459000,买盘
55,14:54:12,29.99,0.02,122,368007,买盘
56,14:54:09,29.97,-0.02,50,150719,卖盘
57,14:54:06,29.99,0.02,16,50113,买盘
58,14:54:03,29.97,-0.02,27,80919,中性盘
59,14:54:00,29.99,--,100,299900,买盘
60,14:53:57,29.99,0.02,25,74975,买盘
61,14:53:54,29.97,-0.02,10,29970,卖盘
62,14:53:51,29.99,0.01,311,932689,买盘
63,14:53:48,29.98,--,105,314790,买盘
64,14:53:45,29.98,-0.01,321,964726,卖盘
65,14:53:42,29.99,-0.01,28,83972,中性盘
66,14:53:39,30.0,0.01,72,216000,买盘
67,14:53:36,29.99,--,29,89340,卖盘
68,14:53:33,29.99,-0.01,32,95968,卖盘
69,14:53:30,30.0,--,27,81000,买盘
70,14:53:27,30.0,--,686,2060130,买盘
71,14:53:24,30.0,--,30,90000,买盘
72,14:53:21,30.0,0.01,98,295500,买盘
73,14:53:18,29.99,--,12,35988,卖盘
74,14:53:15,29.99,--,13,38987,卖盘
75,14:53:12,29.99,-0.01,76,227924,卖盘
76,14:53:09,30.0,0.01,16,48000,买盘
77,14:53:06,29.99,0.01,229,688900,买盘
78,14:53:03,29.98,-0.01,66,197868,卖盘
79,14:53:00,29.99,--,29,88470,买盘
80,14:52:51,29.99,0.01,226,677774,买盘
81,14:52:48,29.98,--,22,65956,买盘
82,14:52:45,29.98,-0.01,57,172385,卖盘
83,14:52:42,29.99,-0.01,16,49483,卖盘
84,14:52:39,30.0,0.01,34,102000,买盘
85,14:52:36,29.99,0.01,37,110963,买盘
86,14:52:33,29.98,--,19,56962,卖盘
87,14:52:30,29.98,-0.01,8,23984,卖盘
88,14:52:27,29.99,0.01,18,56111,买盘
89,14:52:24,29.98,0.01,14,41972,中性盘
90,14:52:21,29.97,-0.02,17,52447,卖盘
91,14:52:18,29.99,0.01,171,512829,买盘
92,14:52:15,29.98,-0.01,3,8994,买盘
93,14:52:12,29.99,-0.01,4,11996,中性盘
94,14:52:09,30.0,0.03,12,36000,买盘
95,14:52:06,29.97,--,9,29100,卖盘
96,14:52:03,29.97,--,47,141098,卖盘
97,14:52:00,29.97,-0.02,813,2438059,卖盘
98,14:51:51,29.99,0.03,14,41986,买盘
99,14:51:48,29.96,-0.01,61,182756,卖盘
100,14:51:45,29.97,-0.02,3,11118,卖盘
101,14:51:42,29.99,0.03,73,218927,买盘
102,14:51:39,29.96,--,21,62916,卖盘
103,14:51:36,29.96,-0.03,51,152796,卖盘
104,14:51:33,29.99,--,10,29990,买盘
105,14:51:30,29.99,0.01,26,77974,买盘
106,14:51:27,29.98,-0.02,146,439207,卖盘
107,14:51:24,30.0,--,1,3000,买盘
108,14:51:21,30.0,0.04,49,148500,买盘
109,14:51:18,29.96,-0.03,13,38948,卖盘
110,14:51:15,29.99,--,3,8997,卖盘
111,14:51:12,29.99,-0.01,6,17994,中性盘
112,14:51:09,30.0,0.02,11,33000,买盘
113,14:51:06,29.98,-0.02,9,29110,卖盘
114,14:51:03,30.0,0.07,30,90000,买盘
115,14:51:00,29.93,-0.04,23,68839,卖盘
116,14:50:57,29.97,-0.03,29,86913,中性盘
117,14:50:54,30.0,0.04,39,117000,买盘
118,14:50:51,29.96,0.02,303,907788,中性盘
119,14:50:48,29.94,-0.03,117,350298,卖盘
