,time,price,change,volume,amount,type
0,15:00:00,21.09,--,0,0,中性盘
1,15:00:00,21.09,0.01,0,0,中性盘
2,15:00:00,21.08,-0.02,20,42160,买盘
3,14:59:58,21.1,0.01,148,312280,买盘
4,14:59:53,21.09,-0.01,171,360639,卖盘
5,14:59:48,21.1,0.02,30,63300,买盘
6,14:59:43,21.08,-0.01,58,122263,卖盘
7,14:59:38,21.09,0.01,113,238317,买盘
8,14:59:33,21.08,-0.01,26,54807,卖盘
9,14:59:28,21.09,-0.01,560,1181040,中性盘
10,14:59:23,21.1,--,481,1014910,买盘
11,14:59:18,21.1,--,92,194120,买盘
12,14:59:13,21.1,0.03,193,407230,买盘
13,14:59:08,21.07,--,100,210700,卖盘
14,14:59:03,21.07,0.02,12,25284,中性盘
15,14:58:58,21.05,-0.01,29,61045,卖盘
16,14:58:53,21.06,0.05,32,67392,买盘
17,14:58:48,21.01,--,140,294140,卖盘
18,14:58:43,21.01,0.01,30,63030,买盘
19,14:58:38,21.0,-0.01,101,212100,卖盘
20,14:58:33,21.01,0.01,19,39919,买盘
21,14:58:28,21.0,--,94,197400,卖盘
22,14:58:23,21.0,0.05,131,275100,买盘
23,14:58:18,20.95,--,2,4190,卖盘
24,14:58:13,20.95,0.02,245,513275,中性盘
25,14:58:08,20.93,--,118,246974,买盘
26,14:58:03,20.93,0.01,26,54459,买盘
27,14:57:58,20.92,--,16,33472,买盘
28,14:57:53,20.92,0.02,285,596220,买盘
29,14:57:48,20.9,--,122,254979,买盘
30,14:57:43,20.9,--,161,336490,买盘
31,14:57:38,20.9,--,841,1757689,买盘
32,14:57:33,20.9,--,43,89870,买盘
33,14:57:28,20.9,0.01,138,288420,买盘
34,14:57:23,20.89,-0.01,161,336329,卖盘
35,14:57:18,20.9,--,500,1044999,买盘
36,14:57:08,20.9,0.02,423,885407,买盘
37,14:57:03,20.88,--,48,100224,卖盘
38,14:56:58,20.88,--,17,35496,卖盘
39,14:56:53,20.88,--,184,384192,买盘
40,14:56:43,20.88,0.04,114,240099,买盘
41,14:56:38,20.84,-0.02,69,143796,卖盘
42,14:56:22,20.86,0.01,86,179396,买盘
43,14:56:18,20.85,-0.01,12,25020,买盘
44,14:56:13,20.86,--,0,0,买盘
45,14:56:08,20.86,0.01,46,95956,买盘
46,14:56:03,20.85,0.02,6,12510,买盘
47,14:55:58,20.83,-0.01,94,195801,卖盘
48,14:55:52,20.84,0.01,48,100032,中性盘
49,14:55:43,20.83,-0.01,69,145476,卖盘
50,14:55:37,20.84,0.01,35,72940,买盘
51,14:55:32,20.83,--,16,33328,买盘
52,14:55:27,20.83,0.01,20,41660,卖盘
53,14:55:22,20.82,-0.02,39,81531,卖盘
54,14:55:17,20.84,0.01,6,14254,买盘
55,14:55:12,20.83,--,4,8665,卖盘
56,14:55:07,20.83,-0.01,180,376689,卖盘
57,14:55:02,20.84,0.01,11,22924,买盘
58,14:54:57,20.83,-0.01,6,12497,卖盘
59,14:54:52,20.84,0.01,25,52100,买盘
60,14:54:47,20.83,--,14,29161,卖盘
61,14:54:42,20.83,-0.01,4,8332,卖盘
62,14:54:37,20.84,0.02,25,52100,买盘
63,14:54:32,20.82,-0.01,25,52050,卖盘
64,14:54:27,20.83,-0.03,21,43743,卖盘
65,14:54:22,20.86,0.02,81,168966,买盘
66,14:54:17,20.84,0.01,99,206316,买盘
67,14:54:12,20.83,--,13,27078,买盘
68,14:54:07,20.83,--,158,329114,卖盘
69,14:54:02,20.83,-0.01,56,116647,卖盘
70,14:53:57,20.84,-0.02,28,58352,中性盘
71,14:53:52,20.86,0.03,314,655004,买盘
72,14:53:47,20.83,-0.01,80,166640,卖盘
73,14:53:42,20.84,--,1,2084,买盘
74,14:53:37,20.84,--,6,12504,买盘
75,14:53:32,20.84,0.01,10,20840,买盘
76,14:53:27,20.83,0.01,76,158308,买盘
77,14:53:22,20.82,--,0,0,卖盘
78,14:53:12,20.82,0.01,15,31230,卖盘
79,14:53:07,20.81,-0.04,20,41620,卖盘
80,14:52:57,20.85,0.04,37,77145,买盘
81,14:52:52,20.81,-0.04,1,2081,中性盘
82,14:52:42,20.85,--,20,41700,卖盘
83,14:52:37,20.85,0.07,131,273135,买盘
84,14:52:32,20.78,--,4,8312,卖盘
85,14:52:27,20.78,-0.08,300,623400,卖盘
86,14:52:22,20.86,0.03,136,283696,买盘
87,14:52:17,20.83,-0.02,25,52074,卖盘
88,14:52:07,20.85,--,36,75060,买盘
89,14:52:02,20.85,0.02,9,18765,买盘
90,14:51:52,20.83,-0.02,36,74988,卖盘
91,14:51:47,20.85,0.02,10,20850,买盘
92,14:51:37,20.83,-0.02,543,1131069,卖盘
93,14:51:27,20.85,--,4,8340,卖盘
94,14:51:22,20.85,--,2,4170,卖盘
95,14:51:17,20.85,0.01,47,97995,中性盘
96,14:51:12,20.84,-0.02,1,2084,中性盘
97,14:51:07,20.86,0.03,48,100128,买盘
98,14:51:02,20.83,--,2,4166,卖盘
99,14:50:57,20.83,-0.03,2,4166,卖盘
100,14:50:52,20.86,--,26,54236,买盘
101,14:50:47,20.86,--,724,1510264,买盘
102,14:50:37,20.86,-0.01,7,14602,卖盘
