,time,price,change,volume,amount,type
0,15:00:03,3.46,--,5733,1983618,卖盘
1,14:57:00,3.46,-0.01,53,18338,卖盘
2,14:56:57,3.47,--,142,49274,买盘
3,14:56:51,3.47,0.01,65,22555,买盘
4,14:56:39,3.46,-0.01,21,7266,卖盘
5,14:56:36,3.47,0.01,5,1735,买盘
6,14:56:30,3.46,--,17,5882,卖盘
7,14:56:27,3.46,--,288,99648,卖盘
8,14:56:24,3.46,--,370,128020,卖盘
9,14:56:18,3.46,--,3,1038,卖盘
10,14:56:12,3.46,--,90,31140,卖盘
11,14:56:03,3.46,--,4,1384,卖盘
12,14:55:51,3.46,-0.01,72,24912,卖盘
13,14:55:45,3.47,0.01,12,4164,买盘
14,14:55:36,3.46,--,32,11072,卖盘
15,14:55:30,3.46,--,2,692,卖盘
16,14:55:24,3.46,--,1028,355688,卖盘
17,14:55:18,3.46,--,115,39790,卖盘
18,14:55:15,3.46,--,62,21452,卖盘
19,14:55:12,3.46,--,6,2076,卖盘
20,14:54:57,3.46,--,2,692,卖盘
21,14:54:51,3.46,--,1135,392710,卖盘
22,14:54:39,3.46,--,2,692,卖盘
23,14:54:36,3.46,--,1,346,卖盘
24,14:54:33,3.46,--,50,17300,卖盘
25,14:54:27,3.46,-0.01,7,2422,卖盘
26,14:54:24,3.47,0.01,6,2082,买盘
27,14:54:18,3.46,--,20,6920,卖盘
28,14:54:09,3.46,--,50,17300,卖盘
29,14:54:00,3.46,--,38,13148,买盘
30,14:53:57,3.46,0.01,21,7266,卖盘
31,14:53:45,3.45,-0.02,1943,670335,卖盘
32,14:53:42,3.47,0.01,100,34700,买盘
33,14:53:39,3.46,--,40,13840,卖盘
34,14:53:33,3.46,--,4,1512,买盘
35,14:53:30,3.46,0.01,1366,472636,买盘
36,14:53:24,3.45,-0.01,10,3450,卖盘
37,14:53:21,3.46,--,274,94804,买盘
38,14:53:18,3.46,0.01,75,25950,买盘
39,14:53:15,3.45,--,10,3450,卖盘
40,14:52:57,3.45,-0.01,8,2760,卖盘
41,14:52:48,3.46,--,1,346,买盘
42,14:52:18,3.46,0.01,1,346,买盘
43,14:52:00,3.45,--,23,7935,卖盘
44,14:51:51,3.45,-0.01,8,2760,卖盘
45,14:51:48,3.46,0.01,1,346,买盘
46,14:51:36,3.45,--,5,1725,卖盘
47,14:51:33,3.45,-0.01,1,345,卖盘
48,14:51:27,3.46,--,120,41520,买盘
49,14:51:12,3.46,0.01,43,14878,买盘
50,14:51:09,3.45,--,2,690,卖盘
51,14:51:06,3.45,-0.01,119,41055,卖盘
52,14:50:51,3.46,0.01,16,5536,买盘
53,14:50:48,3.45,--,4,1380,卖盘
54,14:50:39,3.45,-0.01,300,103500,卖盘
55,14:50:33,3.46,--,53,18338,买盘
56,14:50:00,3.46,0.01,4,1384,买盘
57,14:49:48,3.45,-0.01,10,3450,卖盘
58,14:49:36,3.46,0.01,14,4844,买盘
59,14:49:30,3.45,--,9,3105,卖盘
60,14:49:15,3.45,--,50,17250,卖盘
61,14:49:03,3.45,--,228,78660,买盘
62,14:49:00,3.45,--,60,20700,买盘
63,14:48:57,3.45,--,72,24840,买盘
64,14:48:54,3.45,--,100,34500,买盘
65,14:48:48,3.45,0.01,70,24150,买盘
66,14:48:45,3.44,-0.01,33,11352,卖盘
67,14:48:42,3.45,--,35,12075,买盘
68,14:48:39,3.45,--,1,345,买盘
69,14:48:36,3.45,0.01,48,16560,买盘
70,14:48:27,3.44,-0.01,1,344,卖盘
71,14:48:21,3.45,--,409,141105,买盘
72,14:48:18,3.45,--,16,5520,买盘
73,14:48:15,3.45,0.01,1,345,买盘
74,14:48:12,3.44,--,1,344,卖盘
75,14:48:09,3.44,-0.01,195,67080,卖盘
76,14:48:06,3.45,--,155,53475,买盘
77,14:48:00,3.45,--,449,154905,买盘
78,14:47:57,3.45,0.01,21,7245,买盘
79,14:47:48,3.44,--,88,30272,卖盘
80,14:47:36,3.44,-0.01,205,70520,卖盘
81,14:47:24,3.45,--,10,3450,买盘
82,14:47:21,3.45,--,448,154560,卖盘
83,14:47:18,3.45,--,100,34500,卖盘
84,14:47:15,3.45,--,296,102120,卖盘
85,14:47:12,3.45,--,500,172500,卖盘
86,14:47:06,3.45,--,100,34500,卖盘
87,14:46:57,3.45,-0.01,298,102810,卖盘
88,14:46:51,3.46,0.01,28,9688,买盘
