,time,price,change,volume,amount,type
0,15:00:00,9.99,--,0,0,买盘
1,15:00:00,9.99,0.01,0,0,买盘
2,15:00:00,9.98,-0.01,2,1996,卖盘
3,14:59:59,9.99,0.01,67,66933,买盘
4,14:59:53,9.98,--,394,393212,卖盘
5,14:59:49,9.98,-0.01,28,27944,卖盘
6,14:59:44,9.99,0.01,38,37962,买盘
7,14:59:38,9.98,-0.01,43,42914,卖盘
8,14:59:34,9.99,--,50,49950,买盘
9,14:59:29,9.99,--,512,511488,买盘
10,14:59:23,9.99,--,423,423126,卖盘
11,14:59:18,9.99,--,83,82917,卖盘
12,14:59:14,9.99,--,615,614385,卖盘
13,14:59:08,9.99,--,334,333666,卖盘
14,14:59:04,9.99,--,2179,2176821,卖盘
15,14:58:59,9.99,--,357,356643,卖盘
16,14:58:53,9.99,--,70,69930,卖盘
17,14:58:48,9.99,-0.01,10,9990,卖盘
18,14:58:44,10.0,0.01,31,31000,买盘
19,14:58:38,9.99,--,142,141858,卖盘
20,14:58:33,9.99,--,526,525474,卖盘
21,14:58:28,9.99,--,2079,2076921,卖盘
22,14:58:23,9.99,-0.01,177,176823,卖盘
23,14:58:19,10.0,--,10,10000,买盘
24,14:58:14,10.0,0.01,38,38000,买盘
25,14:58:08,9.99,--,203,202797,卖盘
26,14:58:04,9.99,--,15,14985,卖盘
27,14:57:58,9.99,--,29,28971,卖盘
28,14:57:53,9.99,-0.01,4,3996,卖盘
29,14:57:47,10.0,0.01,58,58000,买盘
30,14:57:43,9.99,--,15,14985,卖盘
31,14:57:38,9.99,--,81,80919,卖盘
32,14:57:32,9.99,-0.01,15,14985,卖盘
33,14:57:28,10.0,--,1,1000,买盘
34,14:57:23,10.0,0.01,81,81000,买盘
35,14:57:17,9.99,-0.01,33,32967,卖盘
36,14:57:13,10.0,--,11,11000,买盘
37,14:57:08,10.0,0.01,31,31000,买盘
38,14:57:02,9.99,--,28,27972,卖盘
39,14:56:58,9.99,-0.01,33,32967,卖盘
40,14:56:47,10.0,--,52,52000,买盘
41,14:56:43,10.0,--,4,4000,买盘
42,14:56:38,10.0,0.01,22,22000,买盘
43,14:56:32,9.99,-0.01,236,235764,卖盘
44,14:56:28,10.0,--,255,255000,卖盘
45,14:56:23,10.0,--,67,67000,卖盘
46,14:56:17,10.0,0.01,2170,2170260,买盘
47,14:56:13,9.99,--,4,3996,卖盘
48,14:56:08,9.99,-0.01,35,34965,卖盘
49,14:56:02,10.0,0.01,129,129000,买盘
50,14:55:58,9.99,-0.01,80,79920,卖盘
51,14:55:53,10.0,0.01,20,20000,买盘
52,14:55:47,9.99,--,38,38681,卖盘
53,14:55:43,9.99,-0.01,505,504495,卖盘
54,14:55:38,10.0,0.01,2694,2694000,买盘
55,14:55:32,9.99,-0.01,25,25444,卖盘
56,14:55:28,10.0,0.01,1,1000,买盘
57,14:55:23,9.99,--,22,21978,卖盘
58,14:55:17,9.99,--,50,49950,卖盘
59,14:55:13,9.99,--,230,229770,买盘
60,14:55:08,9.99,--,36,35964,买盘
61,14:55:02,9.99,0.01,30,29970,买盘
62,14:54:58,9.98,--,34,33932,卖盘
63,14:54:53,9.98,--,2999,2993900,卖盘
64,14:54:47,9.98,--,74,74750,卖盘
65,14:54:43,9.98,-0.01,76,75848,卖盘
