,time,price,change,volume,amount,type
0,15:00:03,3.46,--,3160,1093360,卖盘
1,14:57:00,3.46,-0.01,10,3460,卖盘
2,14:56:57,3.47,0.01,43,14921,买盘
3,14:56:51,3.46,--,5,1730,卖盘
4,14:56:48,3.46,--,12,4152,卖盘
5,14:56:39,3.46,0.01,84,29064,买盘
6,14:56:36,3.45,-0.01,80,27600,卖盘
7,14:56:33,3.46,0.01,52,17992,买盘
8,14:56:30,3.45,-0.01,30,10350,卖盘
9,14:56:27,3.46,--,8,2768,买盘
10,14:56:24,3.46,--,20,6920,买盘
11,14:56:21,3.46,--,134,46364,卖盘
12,14:56:15,3.46,--,61,21106,卖盘
13,14:56:09,3.46,-0.01,15,5190,卖盘
14,14:56:06,3.47,--,100,34700,买盘
15,14:56:03,3.47,0.01,1,347,买盘
16,14:56:00,3.46,-0.01,125,43250,卖盘
17,14:55:57,3.47,0.01,8,2776,买盘
18,14:55:54,3.46,0.01,81,28026,买盘
19,14:55:45,3.45,--,176,60720,卖盘
20,14:55:42,3.45,--,15,5175,卖盘
21,14:55:36,3.45,--,5,1725,卖盘
22,14:55:33,3.45,-0.01,100,34500,卖盘
23,14:55:30,3.46,--,19,6574,买盘
24,14:55:27,3.46,--,51,17646,买盘
25,14:55:21,3.46,-0.01,590,204140,卖盘
26,14:55:18,3.47,0.01,4,1388,买盘
27,14:55:12,3.46,-0.01,30,10380,卖盘
28,14:55:03,3.47,0.01,42,14574,买盘
29,14:55:00,3.46,-0.01,15,5190,卖盘
30,14:54:57,3.47,0.01,8,2776,买盘
31,14:54:54,3.46,-0.01,100,34600,卖盘
32,14:54:51,3.47,--,30,10410,买盘
33,14:54:48,3.47,0.01,1,347,买盘
34,14:54:45,3.46,-0.01,15,5190,卖盘
35,14:54:42,3.47,--,211,73217,买盘
36,14:54:33,3.47,0.01,18,6246,买盘
37,14:54:30,3.46,--,542,187532,买盘
38,14:54:27,3.46,--,8,2768,买盘
39,14:54:24,3.46,0.01,200,69200,买盘
40,14:54:21,3.45,--,517,178365,卖盘
41,14:54:18,3.45,-0.01,15,5175,卖盘
42,14:54:15,3.46,--,55,19030,买盘
43,14:54:12,3.46,--,63,21798,买盘
44,14:54:06,3.46,--,65,22490,买盘
45,14:54:03,3.46,--,400,138400,买盘
46,14:54:00,3.46,--,1,346,买盘
47,14:53:57,3.46,0.01,8,2768,买盘
48,14:53:54,3.45,--,18,6210,卖盘
49,14:53:51,3.45,-0.01,31,10695,卖盘
50,14:53:45,3.46,--,67,23182,买盘
51,14:53:42,3.46,0.01,301,104146,买盘
52,14:53:36,3.45,-0.01,15,5175,卖盘
53,14:53:33,3.46,--,13,4498,买盘
54,14:53:27,3.46,0.01,8,2768,买盘
55,14:53:24,3.45,--,23,7935,卖盘
56,14:53:18,3.45,--,90,31050,卖盘
57,14:53:15,3.45,--,22,7590,卖盘
58,14:53:12,3.45,--,50,17250,卖盘
59,14:53:06,3.45,--,5,1725,卖盘
60,14:53:00,3.45,-0.01,97,33465,卖盘
61,14:52:57,3.46,0.01,8,2768,买盘
62,14:52:51,3.45,-0.01,5,1725,卖盘
63,14:52:48,3.46,0.01,5,1730,买盘
64,14:52:45,3.45,--,10,3450,卖盘
65,14:52:42,3.45,-0.01,100,34500,卖盘
66,14:52:33,3.46,0.01,31,10726,买盘
67,14:52:30,3.45,--,500,172500,卖盘
68,14:52:27,3.45,-0.01,109,37605,卖盘
69,14:52:24,3.46,--,4,1384,买盘
70,14:52:18,3.46,0.01,127,43942,买盘
71,14:52:03,3.45,-0.02,100,34500,卖盘
72,14:51:57,3.47,0.01,29,10063,买盘
73,14:51:39,3.46,--,4,1384,卖盘
74,14:51:36,3.46,-0.01,135,46710,卖盘
75,14:51:33,3.47,0.01,8,2776,买盘
76,14:51:30,3.46,0.01,42,14532,买盘
77,14:51:27,3.45,-0.01,119,41055,卖盘
78,14:51:24,3.46,--,5,1730,买盘
79,14:51:21,3.46,--,575,198950,买盘
